               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  49,            0.028179,            0.015953,          0.00076758,             0.86803,             0.90434,             0.90449,             0.70316,            0.023687,           0.0065475,          0.00014837,           0.0080992,           0.0080992,           0.0080992
                  50,             0.02816,            0.015996,          0.00075537,              0.8752,             0.88383,             0.90389,             0.70058,            0.023611,           0.0064489,          0.00015079,           0.0080596,           0.0080596,           0.0080596
                  51,            0.027872,            0.016016,          0.00066155,             0.90011,             0.88304,             0.91683,             0.71315,            0.023389,           0.0064462,          0.00014298,             0.00802,             0.00802,             0.00802
                  52,            0.027783,             0.01599,          0.00081279,             0.89301,             0.88302,             0.91522,             0.70698,            0.023492,           0.0065066,          0.00015022,           0.0079804,           0.0079804,           0.0079804
                  53,            0.027889,            0.015981,          0.00080214,             0.88081,             0.89339,             0.91331,             0.71302,            0.023352,           0.0064708,          0.00011893,           0.0079408,           0.0079408,           0.0079408
                  54,            0.027731,            0.015906,          0.00072759,             0.89361,             0.87335,             0.91191,             0.71053,            0.023719,           0.0064603,           0.0001371,           0.0079012,           0.0079012,           0.0079012
                  55,            0.027592,            0.015956,          0.00065952,             0.88038,             0.89274,             0.91168,             0.71526,            0.023165,           0.0062923,          0.00013873,           0.0078616,           0.0078616,           0.0078616
                  56,            0.027157,            0.015432,          0.00059676,             0.88348,             0.89774,             0.91792,             0.71509,            0.023206,           0.0062864,           0.0001411,            0.007822,            0.007822,            0.007822
                  57,            0.027447,            0.015609,          0.00069092,             0.89255,             0.89066,             0.91686,             0.71714,            0.023192,           0.0062631,          0.00013703,           0.0077824,           0.0077824,           0.0077824
                  58,            0.027501,            0.015521,          0.00074432,             0.88126,              0.9066,             0.91738,             0.71876,            0.023111,           0.0062597,          0.00013107,           0.0077428,           0.0077428,           0.0077428
                  59,            0.027202,            0.015614,          0.00075288,              0.9015,             0.90402,             0.92323,             0.72015,            0.022948,           0.0062774,          0.00012538,           0.0077032,           0.0077032,           0.0077032
                  60,            0.027172,            0.015593,          0.00063269,             0.88646,             0.90605,             0.91931,             0.72061,            0.022798,           0.0063138,          0.00011254,           0.0076636,           0.0076636,           0.0076636
                  61,            0.026791,            0.015263,           0.0005687,             0.87486,             0.92306,             0.92331,             0.72744,            0.022735,           0.0062526,          0.00011566,            0.007624,            0.007624,            0.007624
                  62,            0.026911,            0.015092,          0.00067783,             0.89491,             0.89444,             0.92159,             0.72422,            0.022803,           0.0062158,          0.00012749,           0.0075844,           0.0075844,           0.0075844
                  63,            0.026894,            0.015407,          0.00076057,             0.89344,             0.90158,             0.92472,             0.72764,            0.022849,           0.0062334,          0.00012258,           0.0075448,           0.0075448,           0.0075448
                  64,            0.026799,            0.015404,          0.00071448,             0.88801,             0.90234,             0.92588,             0.73559,            0.022546,           0.0061424,          0.00014899,           0.0075052,           0.0075052,           0.0075052
                  65,            0.026606,            0.015179,          0.00060376,             0.89636,             0.90539,             0.92656,             0.73305,            0.022468,           0.0061282,          0.00011953,           0.0074656,           0.0074656,           0.0074656
                  66,            0.026531,            0.015196,          0.00069222,             0.91319,             0.90381,             0.93252,             0.73451,            0.022309,           0.0061256,           0.0001095,            0.007426,            0.007426,            0.007426
                  67,            0.026361,            0.015031,          0.00062592,             0.89938,             0.90678,             0.93338,             0.74273,            0.022177,           0.0061074,          0.00012084,           0.0073864,           0.0073864,           0.0073864
                  68,            0.026251,            0.015007,          0.00058479,             0.89151,             0.91111,             0.92979,             0.74083,            0.022165,           0.0060965,          0.00011256,           0.0073468,           0.0073468,           0.0073468
                  69,             0.02598,            0.014822,          0.00062596,             0.90584,             0.90564,             0.93041,             0.73683,             0.02213,           0.0060969,          0.00010838,           0.0073072,           0.0073072,           0.0073072
                  70,            0.025986,            0.014868,          0.00067428,             0.89414,             0.91654,             0.93102,             0.73679,            0.022085,           0.0060661,          0.00010847,           0.0072676,           0.0072676,           0.0072676
                  71,            0.025811,            0.015032,          0.00055886,             0.89385,             0.91678,             0.93227,             0.74316,            0.021951,           0.0060696,          0.00010043,            0.007228,            0.007228,            0.007228
                  72,            0.025948,             0.01521,          0.00058044,             0.90076,             0.90525,             0.93198,             0.74065,            0.021866,           0.0060351,          0.00010463,           0.0071884,           0.0071884,           0.0071884
                  73,            0.025723,             0.01478,          0.00057432,             0.89939,             0.90744,             0.93481,             0.74621,            0.022069,           0.0059897,          0.00010601,           0.0071488,           0.0071488,           0.0071488
                  74,            0.025775,            0.014996,          0.00063799,             0.91053,             0.91313,             0.94036,             0.75004,             0.02202,             0.00596,           0.0001081,           0.0071092,           0.0071092,           0.0071092
                  75,            0.025739,            0.014718,          0.00067998,             0.89594,             0.92392,             0.93911,             0.75145,            0.021831,           0.0059718,          0.00010813,           0.0070696,           0.0070696,           0.0070696
                  76,            0.025767,            0.014856,           0.0006525,             0.90299,             0.92752,             0.93852,             0.74564,            0.021834,            0.005966,          0.00010041,             0.00703,             0.00703,             0.00703
                  77,            0.025124,             0.01476,          0.00062753,             0.91073,             0.91068,             0.93238,             0.74135,            0.021919,            0.006034,          9.7656e-05,           0.0069904,           0.0069904,           0.0069904
                  78,            0.025207,             0.01457,          0.00054467,              0.9067,             0.91159,              0.9364,             0.74611,            0.021774,           0.0060306,          0.00010152,           0.0069508,           0.0069508,           0.0069508
                  79,            0.025208,            0.014798,           0.0005585,              0.9026,             0.91477,             0.93347,             0.74856,            0.021714,            0.005977,          9.0604e-05,           0.0069112,           0.0069112,           0.0069112
                  80,            0.025263,            0.014759,          0.00066215,             0.90742,             0.91143,             0.93363,             0.74717,            0.021696,            0.005996,          9.5755e-05,           0.0068716,           0.0068716,           0.0068716
                  81,             0.02532,            0.014797,          0.00069817,             0.91304,             0.91381,             0.93261,             0.74728,            0.021565,           0.0060059,          9.4424e-05,            0.006832,            0.006832,            0.006832
                  82,             0.02505,            0.014637,          0.00061951,             0.90355,             0.91664,             0.93466,             0.74928,             0.02154,           0.0059563,          0.00010035,           0.0067924,           0.0067924,           0.0067924
                  83,            0.024928,            0.014667,          0.00059713,             0.89952,             0.91472,             0.93259,             0.74851,            0.021449,           0.0059531,          0.00010027,           0.0067528,           0.0067528,           0.0067528
                  84,            0.024884,            0.014583,          0.00059548,             0.89485,             0.92265,             0.93332,             0.74947,            0.021449,           0.0059307,          0.00010497,           0.0067132,           0.0067132,           0.0067132
                  85,            0.024813,            0.014429,          0.00059918,             0.90768,             0.91689,             0.93468,             0.75247,            0.021179,           0.0059051,          9.1797e-05,           0.0066736,           0.0066736,           0.0066736
                  86,            0.024761,            0.014326,          0.00059378,             0.91647,             0.90573,             0.93689,             0.75577,             0.02104,           0.0058912,          8.8151e-05,            0.006634,            0.006634,            0.006634
                  87,            0.024436,             0.01412,          0.00054141,             0.91073,              0.9213,             0.94124,             0.76036,            0.020908,           0.0058758,          9.1668e-05,           0.0065944,           0.0065944,           0.0065944
                  88,            0.024552,            0.014246,          0.00058492,             0.90901,              0.9184,             0.94008,             0.75944,            0.020786,           0.0058656,          8.8086e-05,           0.0065548,           0.0065548,           0.0065548
                  89,            0.024667,            0.014296,          0.00049343,             0.90577,             0.92075,             0.93994,             0.76108,            0.020752,           0.0058352,          8.7086e-05,           0.0065152,           0.0065152,           0.0065152
                  90,            0.024329,             0.01409,          0.00057637,             0.91239,             0.92021,             0.94177,             0.76139,             0.02079,           0.0058553,          8.6935e-05,           0.0064756,           0.0064756,           0.0064756
                  91,            0.024192,            0.014165,          0.00050851,             0.91319,             0.92398,             0.94092,             0.75989,            0.020784,           0.0058487,          8.6481e-05,            0.006436,            0.006436,            0.006436
                  92,            0.023857,            0.014051,          0.00053864,             0.90978,             0.92932,             0.94401,             0.76413,            0.020736,           0.0058195,          8.4475e-05,           0.0063964,           0.0063964,           0.0063964
                  93,            0.024159,            0.013887,          0.00048496,             0.91766,             0.93165,              0.9479,             0.76622,            0.020654,           0.0057937,          8.2437e-05,           0.0063568,           0.0063568,           0.0063568
                  94,            0.024097,             0.01421,          0.00051617,             0.91844,             0.93108,             0.94665,             0.76603,            0.020643,           0.0057808,           8.201e-05,           0.0063172,           0.0063172,           0.0063172
                  95,            0.023836,            0.013732,          0.00053927,             0.91724,             0.92797,             0.94449,             0.76523,            0.020671,            0.005798,          8.4686e-05,           0.0062776,           0.0062776,           0.0062776
                  96,            0.023696,            0.013968,          0.00057434,              0.9232,             0.92028,             0.94494,             0.76566,            0.020727,           0.0057948,          8.0965e-05,            0.006238,            0.006238,            0.006238
                  97,            0.023614,            0.013699,          0.00051783,             0.91586,             0.92598,             0.94668,             0.76641,             0.02059,           0.0057691,          8.3104e-05,           0.0061984,           0.0061984,           0.0061984
                  98,            0.023694,            0.013734,          0.00058659,             0.92307,             0.92273,              0.9476,             0.76889,            0.020558,           0.0057449,          8.2533e-05,           0.0061588,           0.0061588,           0.0061588
                  99,            0.023851,            0.013695,           0.0004787,             0.92107,             0.92185,             0.94595,             0.76781,            0.020457,           0.0057615,           8.585e-05,           0.0061192,           0.0061192,           0.0061192
                 100,            0.023369,            0.013757,          0.00050007,             0.91847,             0.92461,             0.94618,             0.76843,            0.020462,           0.0057501,          9.3564e-05,           0.0060796,           0.0060796,           0.0060796
                 101,            0.023558,            0.013781,          0.00051125,             0.92323,             0.92073,             0.94678,             0.76894,            0.020493,           0.0057445,          0.00010162,             0.00604,             0.00604,             0.00604
                 102,            0.023341,            0.013734,          0.00049013,             0.92398,             0.92538,             0.94744,             0.77032,            0.020528,           0.0057273,           0.0001169,           0.0060004,           0.0060004,           0.0060004
                 103,             0.02306,            0.013508,          0.00045904,             0.92803,             0.92071,             0.94712,             0.77073,            0.020501,           0.0057277,          0.00012365,           0.0059608,           0.0059608,           0.0059608
                 104,            0.023381,            0.013649,          0.00053044,             0.92074,             0.92052,              0.9473,               0.771,            0.020461,           0.0057279,          0.00010863,           0.0059212,           0.0059212,           0.0059212
                 105,            0.023106,            0.013403,          0.00052125,             0.92969,             0.91413,             0.94677,             0.76957,             0.02043,           0.0057333,          0.00010548,           0.0058816,           0.0058816,           0.0058816
                 106,            0.022923,            0.013399,          0.00056423,             0.93114,             0.91584,             0.94786,             0.77125,            0.020467,           0.0057452,          9.5159e-05,            0.005842,            0.005842,            0.005842
                 107,            0.023099,             0.01347,          0.00051964,             0.92174,             0.92193,             0.94794,             0.77199,            0.020497,            0.005753,          8.6184e-05,           0.0058024,           0.0058024,           0.0058024
                 108,             0.02304,             0.01354,           0.0005515,             0.92032,             0.92873,              0.9486,             0.77155,            0.020437,           0.0057507,          8.1433e-05,           0.0057628,           0.0057628,           0.0057628
                 109,            0.022859,            0.013387,          0.00050155,             0.93432,             0.91448,              0.9491,             0.77304,            0.020386,           0.0057406,          7.7886e-05,           0.0057232,           0.0057232,           0.0057232
                 110,            0.022929,            0.013261,          0.00049018,             0.92946,             0.91973,             0.94942,             0.77344,            0.020361,            0.005733,          7.7114e-05,           0.0056836,           0.0056836,           0.0056836
                 111,            0.022773,            0.013431,          0.00051298,             0.92697,             0.92317,             0.94973,              0.7747,            0.020383,           0.0057233,          7.5921e-05,            0.005644,            0.005644,            0.005644
                 112,            0.022855,            0.013208,          0.00047404,             0.92211,             0.92616,             0.94921,             0.77703,            0.020358,           0.0057176,          7.7162e-05,           0.0056044,           0.0056044,           0.0056044
                 113,            0.022485,            0.013302,          0.00048564,             0.92171,             0.92598,             0.94899,             0.77724,            0.020313,           0.0057103,          7.7355e-05,           0.0055648,           0.0055648,           0.0055648
                 114,            0.022481,            0.013168,          0.00045397,             0.93356,             0.91213,             0.94859,             0.77586,            0.020307,           0.0057151,          7.6613e-05,           0.0055252,           0.0055252,           0.0055252
                 115,            0.022488,            0.013247,           0.0004858,             0.92962,             0.91581,             0.94821,             0.77644,            0.020286,           0.0057063,          7.8477e-05,           0.0054856,           0.0054856,           0.0054856
                 116,            0.022571,            0.013182,          0.00049272,             0.92754,             0.91832,             0.94734,             0.77647,            0.020234,            0.005694,          7.8297e-05,            0.005446,            0.005446,            0.005446
                 117,            0.022286,             0.01316,          0.00046354,             0.92803,             0.92167,              0.9478,              0.7774,            0.020189,            0.005688,          7.7683e-05,           0.0054064,           0.0054064,           0.0054064
                 118,            0.022304,            0.013264,          0.00045421,             0.92756,             0.92303,             0.94885,             0.77834,            0.020151,           0.0056792,          7.5601e-05,           0.0053668,           0.0053668,           0.0053668
                 119,            0.022379,            0.013008,          0.00060452,             0.92741,             0.92158,             0.94839,             0.77851,            0.020127,            0.005672,          7.4399e-05,           0.0053272,           0.0053272,           0.0053272
                 120,            0.022089,            0.012974,          0.00042515,             0.92774,             0.92248,             0.94867,             0.77858,            0.020104,           0.0056637,          7.3634e-05,           0.0052876,           0.0052876,           0.0052876
                 121,            0.021609,            0.012615,          0.00039957,             0.92535,             0.92619,             0.94922,             0.77916,            0.020088,           0.0056599,          7.3859e-05,            0.005248,            0.005248,            0.005248
                 122,            0.021977,            0.012881,          0.00044205,             0.92826,             0.92656,             0.95003,              0.7796,             0.02007,           0.0056619,          7.3027e-05,           0.0052084,           0.0052084,           0.0052084
                 123,            0.021926,            0.012937,          0.00045335,             0.92885,             0.92557,             0.95078,             0.77981,            0.020018,           0.0056615,          7.2829e-05,           0.0051688,           0.0051688,           0.0051688
                 124,            0.021975,            0.012923,          0.00047605,             0.92873,             0.92708,             0.95054,             0.78068,             0.01999,           0.0056623,          7.2227e-05,           0.0051292,           0.0051292,           0.0051292
                 125,            0.022028,            0.012853,          0.00040502,             0.93106,             0.92774,             0.95004,             0.78106,            0.019946,           0.0056612,          7.1508e-05,           0.0050896,           0.0050896,           0.0050896
                 126,            0.021709,            0.012707,          0.00039474,             0.93087,              0.9295,             0.94971,             0.78035,            0.019915,           0.0056532,          7.2144e-05,             0.00505,             0.00505,             0.00505
                 127,            0.021503,            0.012989,          0.00041734,             0.92879,             0.92947,             0.94934,             0.78008,            0.019927,           0.0056524,          7.2719e-05,           0.0050104,           0.0050104,           0.0050104
                 128,            0.021398,            0.012725,          0.00036196,             0.92993,             0.92794,             0.94916,             0.77989,            0.019935,           0.0056481,          7.3944e-05,           0.0049708,           0.0049708,           0.0049708
                 129,            0.021461,             0.01257,          0.00041948,             0.92856,             0.93145,              0.9491,             0.78068,            0.019931,           0.0056418,          7.5194e-05,           0.0049312,           0.0049312,           0.0049312
                 130,            0.021221,            0.012929,          0.00040731,             0.92677,             0.93288,             0.94871,             0.78073,            0.019903,           0.0056315,          7.4732e-05,           0.0048916,           0.0048916,           0.0048916
                 131,            0.021454,            0.012582,           0.0003571,             0.93007,             0.93026,              0.9489,             0.78077,            0.019903,           0.0056272,          7.4465e-05,            0.004852,            0.004852,            0.004852
                 132,            0.021322,             0.01252,          0.00035226,             0.92921,             0.93031,             0.94861,             0.78009,            0.019885,           0.0056233,           7.385e-05,           0.0048124,           0.0048124,           0.0048124
                 133,            0.021171,            0.012625,          0.00043598,             0.93408,             0.92596,             0.94896,             0.78074,            0.019867,           0.0056183,          7.3399e-05,           0.0047728,           0.0047728,           0.0047728
                 134,            0.020999,            0.012535,          0.00042661,             0.93009,             0.92656,             0.94847,              0.7814,            0.019856,             0.00561,          7.2548e-05,           0.0047332,           0.0047332,           0.0047332
                 135,            0.021055,            0.012467,          0.00037696,             0.92897,             0.92687,              0.9489,              0.7817,            0.019852,           0.0056056,           7.151e-05,           0.0046936,           0.0046936,           0.0046936
                 136,             0.02093,            0.012417,          0.00040699,             0.92848,             0.92715,             0.94924,             0.78285,            0.019847,           0.0056014,          7.0676e-05,            0.004654,            0.004654,            0.004654
                 137,            0.021196,            0.012301,          0.00034729,             0.92867,             0.92821,             0.94967,             0.78334,            0.019849,           0.0056005,          7.0223e-05,           0.0046144,           0.0046144,           0.0046144
                 138,            0.020826,            0.012388,          0.00039021,             0.92629,             0.92957,             0.94967,             0.78435,            0.019851,           0.0055977,           6.996e-05,           0.0045748,           0.0045748,           0.0045748
                 139,            0.020651,            0.012278,          0.00034614,             0.92806,             0.92823,             0.94996,             0.78443,            0.019848,           0.0055971,          6.9117e-05,           0.0045352,           0.0045352,           0.0045352
                 140,            0.020869,            0.012209,          0.00037663,             0.92669,             0.92772,             0.94992,             0.78483,            0.019843,           0.0055975,          6.7982e-05,           0.0044956,           0.0044956,           0.0044956
                 141,            0.020931,            0.012346,          0.00050474,             0.92657,             0.92621,             0.94987,              0.7851,            0.019833,           0.0055988,          6.6783e-05,            0.004456,            0.004456,            0.004456
                 142,             0.02052,            0.012253,          0.00034335,             0.92708,             0.92861,             0.94976,              0.7849,            0.019818,           0.0055992,          6.5813e-05,           0.0044164,           0.0044164,           0.0044164
                 143,            0.020355,            0.012088,          0.00038249,             0.92756,             0.92899,             0.94984,             0.78476,            0.019809,           0.0056001,          6.4672e-05,           0.0043768,           0.0043768,           0.0043768
                 144,            0.020351,            0.012226,          0.00041741,             0.92885,             0.92934,             0.94996,             0.78511,            0.019798,           0.0055996,          6.3934e-05,           0.0043372,           0.0043372,           0.0043372
                 145,            0.020542,            0.012051,           0.0003544,             0.92892,             0.93003,             0.94995,             0.78527,            0.019776,           0.0055995,          6.3333e-05,           0.0042976,           0.0042976,           0.0042976
                 146,            0.020439,            0.012231,          0.00034251,             0.92978,             0.92942,             0.94978,             0.78575,            0.019768,           0.0055978,          6.3036e-05,            0.004258,            0.004258,            0.004258
                 147,            0.020474,            0.011959,          0.00039903,             0.92718,             0.93095,             0.94917,             0.78581,            0.019759,            0.005598,          6.2841e-05,           0.0042184,           0.0042184,           0.0042184
                 148,            0.020349,            0.011921,          0.00040096,             0.92695,             0.93089,             0.94911,             0.78608,            0.019742,           0.0055971,          6.2119e-05,           0.0041788,           0.0041788,           0.0041788
                 149,            0.020117,             0.01198,          0.00040617,             0.92722,             0.92992,             0.94881,             0.78611,            0.019724,           0.0055986,          6.1378e-05,           0.0041392,           0.0041392,           0.0041392
                 150,            0.020063,            0.011865,          0.00029609,             0.92753,             0.93085,              0.9491,             0.78612,            0.019711,            0.005599,          6.0856e-05,           0.0040996,           0.0040996,           0.0040996
                 151,            0.019829,            0.011696,          0.00033765,             0.92674,             0.93028,             0.94894,             0.78734,            0.019704,           0.0055989,          6.0267e-05,             0.00406,             0.00406,             0.00406
                 152,            0.019977,            0.011935,          0.00036752,             0.92805,             0.93071,             0.94896,             0.78761,            0.019694,           0.0056012,          5.9903e-05,           0.0040204,           0.0040204,           0.0040204
                 153,            0.019726,            0.012043,          0.00037016,             0.92825,             0.93127,             0.94906,             0.78738,            0.019689,           0.0056003,          5.9668e-05,           0.0039808,           0.0039808,           0.0039808
                 154,            0.019702,            0.011768,          0.00035258,             0.92809,             0.93051,             0.94887,             0.78717,             0.01969,           0.0056005,          5.9687e-05,           0.0039412,           0.0039412,           0.0039412
                 155,            0.019865,            0.011857,          0.00029099,              0.9273,             0.93096,             0.94919,             0.78696,            0.019686,           0.0055999,          5.9335e-05,           0.0039016,           0.0039016,           0.0039016
